,price,speed,hd,ram,screen,cd,multi,premium,ads,trend,,alt_cd,alt_multi,alt_prem
97,1999,33,170,4,14,no,no,yes,95,2,,0,0,1
98,1920,33,170,4,14,yes,no,yes,95,2,,1,0,1
99,2595,25,340,16,14,no,no,yes,95,2,,0,0,1
100,1695,33,170,4,14,no,no,yes,95,2,,0,0,1
101,1995,33,250,4,14,no,no,yes,95,2,,0,0,1
102,2195,25,245,8,14,no,no,yes,95,2,,0,0,1
103,1795,66,85,2,14,no,no,yes,95,2,,0,0,1
104,2999,66,330,4,15,no,no,yes,95,2,,0,0,1
105,1395,25,85,2,14,no,no,yes,95,2,,0,0,1
106,2995,66,250,8,17,no,no,yes,95,2,,0,0,1
107,2699,50,212,8,14,no,no,yes,95,2,,0,0,1
108,1720,25,170,4,14,yes,no,yes,95,2,,1,0,1
109,2045,66,170,4,14,no,no,yes,95,2,,0,0,1
110,2145,66,170,4,14,no,no,yes,95,2,,0,0,1
111,2995,66,340,8,15,no,no,yes,95,2,,0,0,1
112,2095,33,130,4,14,no,no,yes,95,2,,0,0,1
113,3895,50,452,8,14,no,no,yes,95,2,,0,0,1
114,2895,50,340,16,14,no,no,yes,95,2,,0,0,1
115,1499,25,170,4,14,no,no,yes,95,2,,0,0,1
116,3165,66,250,4,17,no,no,yes,95,2,,0,0,1
117,2525,50,250,4,15,no,no,yes,95,2,,0,0,1
118,2325,66,250,8,14,no,no,yes,95,2,,0,0,1
119,2499,33,170,4,14,no,no,yes,95,2,,0,0,1
120,2799,33,230,4,14,no,no,yes,95,2,,0,0,1
121,1795,33,170,4,14,no,no,yes,95,2,,0,0,1
122,2199,33,210,4,14,no,no,yes,95,2,,0,0,1
123,2355,50,250,8,14,no,no,yes,95,2,,0,0,1
124,3220,66,340,8,15,yes,no,yes,95,2,,1,0,1
125,2420,33,170,8,15,yes,no,yes,95,2,,1,0,1
126,2544,33,245,8,14,no,no,yes,95,2,,0,0,1
127,2945,50,250,4,17,no,no,yes,95,2,,0,0,1
128,2295,33,245,8,14,no,no,yes,95,2,,0,0,1
129,1495,33,85,2,14,no,no,yes,95,2,,0,0,1
130,2065,50,170,4,14,no,no,yes,95,2,,0,0,1
131,2295,66,130,4,14,no,no,yes,95,2,,0,0,1
132,1799,25,170,4,14,no,no,yes,95,2,,0,0,1
133,2220,33,250,4,14,yes,no,yes,95,2,,1,0,1
134,2075,50,170,4,14,no,no,yes,95,2,,0,0,1
135,1749,25,120,4,14,no,no,yes,95,2,,0,0,1
136,2195,25,245,8,14,no,no,yes,95,2,,0,0,1
137,2255,50,250,8,14,no,no,yes,95,2,,0,0,1
138,2395,33,250,4,15,no,no,yes,95,2,,0,0,1
139,2720,33,250,8,15,yes,no,yes,95,2,,1,0,1
140,2195,50,130,4,14,no,no,yes,95,2,,0,0,1
141,2225,33,250,8,14,no,no,yes,95,2,,0,0,1
142,4020,66,500,8,14,yes,no,yes,95,2,,1,0,1
143,2475,50,250,8,14,no,no,yes,95,2,,0,0,1
144,1975,50,170,4,14,no,no,yes,95,2,,0,0,1
145,3995,66,452,8,14,no,no,yes,95,2,,0,0,1
146,2595,66,245,8,14,no,no,yes,95,2,,0,0,1
147,2295,66,170,4,14,no,no,yes,95,2,,0,0,1
148,2199,33,212,4,14,no,no,yes,95,2,,0,0,1
149,1975,33,250,8,14,no,no,yes,95,2,,0,0,1
150,3895,66,500,8,15,no,no,yes,95,2,,0,0,1
151,2095,33,250,4,15,no,no,yes,95,2,,0,0,1
152,2225,33,250,8,15,no,no,yes,95,2,,0,0,1
153,3599,66,330,8,14,no,no,yes,95,2,,0,0,1
154,2075,33,250,8,14,no,no,yes,95,2,,0,0,1
155,2499,33,212,8,14,no,no,yes,95,2,,0,0,1
156,2575,66,250,8,15,no,no,yes,95,2,,0,0,1
157,2999,50,170,4,14,no,no,yes,95,2,,0,0,1
158,2195,33,170,8,15,no,no,yes,95,2,,0,0,1
159,3065,50,250,4,17,no,no,yes,95,2,,0,0,1
160,3399,66,230,4,15,no,no,yes,95,2,,0,0,1
161,1995,33,130,4,14,no,no,yes,95,2,,0,0,1
162,1595,25,170,4,15,no,no,yes,95,2,,0,0,1
163,2645,50,250,4,15,no,no,yes,95,2,,0,0,1
164,2345,50,250,8,14,no,no,yes,95,2,,0,0,1
165,2795,33,340,16,14,no,no,yes,95,2,,0,0,1
166,1895,25,130,4,14,no,no,yes,95,2,,0,0,1
167,2495,50,245,8,14,no,no,yes,95,2,,0,0,1
168,2599,50,210,4,14,no,no,yes,95,2,,0,0,1
169,1595,33,85,2,14,no,no,yes,95,2,,0,0,1
170,1999,33,120,8,14,no,no,no,95,2,,0,0,0
171,2425,66,250,8,14,no,no,yes,95,2,,0,0,1
172,2495,33,250,8,15,no,no,yes,95,2,,0,0,1
173,1795,33,170,4,15,no,no,yes,95,2,,0,0,1
174,2744,66,245,8,14,no,no,yes,95,2,,0,0,1
175,3795,33,452,8,14,no,no,yes,95,2,,0,0,1
176,2745,66,250,4,15,no,no,yes,95,2,,0,0,1
177,2399,50,212,4,14,no,no,yes,95,2,,0,0,1
178,2645,33,250,8,17,no,no,yes,95,2,,0,0,1
179,1945,33,170,4,14,no,no,yes,95,2,,0,0,1
180,1695,50,85,2,14,no,no,yes,95,2,,0,0,1
181,2195,50,170,4,14,no,no,yes,95,2,,0,0,1
182,2815,33,250,4,17,no,no,yes,95,2,,0,0,1
183,1899,25,120,4,14,no,no,yes,95,2,,0,0,1
184,2644,50,245,8,14,no,no,yes,95,2,,0,0,1
185,3795,66,500,8,14,no,no,yes,95,2,,0,0,1
186,2395,33,245,8,14,no,no,yes,95,2,,0,0,1
187,1695,33,170,4,14,no,no,yes,95,2,,0,0,1
188,2575,66,250,8,14,no,no,yes,95,2,,0,0,1
189,2695,33,340,16,14,no,no,yes,95,2,,0,0,1
190,2999,66,245,16,15,no,no,yes,100,3,,0,0,1
191,1899,33,170,4,14,no,no,yes,100,3,,0,0,1
192,2499,50,210,4,14,no,no,yes,100,3,,0,0,1
193,1999,33,213,8,14,no,no,yes,100,3,,0,0,1
194,2055,50,170,4,14,no,no,yes,100,3,,0,0,1
195,2065,50,170,4,14,no,no,yes,100,3,,0,0,1
196,2055,33,250,8,14,no,no,yes,100,3,,0,0,1
197,2099,33,212,4,14,no,no,yes,100,3,,0,0,1
198,1995,33,130,4,14,no,no,yes,100,3,,0,0,1
199,2220,33,250,4,14,yes,no,yes,100,3,,1,0,1
200,3220,66,340,8,15,yes,no,yes,100,3,,1,0,1
201,3995,66,452,8,14,no,no,yes,100,3,,0,0,1
202,2785,33,250,8,17,no,no,yes,100,3,,0,0,1
203,2475,50,250,8,15,no,no,yes,100,3,,0,0,1
204,1499,25,170,4,14,no,no,yes,100,3,,0,0,1
205,1595,33,85,2,14,no,no,yes,100,3,,0,0,1
206,2099,66,120,4,14,no,no,yes,100,3,,0,0,1
207,2885,66,170,8,15,no,no,yes,100,3,,0,0,1
208,3795,33,452,8,14,no,no,yes,100,3,,0,0,1
209,2295,66,170,4,14,no,no,yes,100,3,,0,0,1
210,3895,66,500,8,15,no,no,yes,100,3,,0,0,1
211,2395,33,245,8,14,no,no,yes,100,3,,0,0,1
212,3135,66,250,8,17,no,no,yes,100,3,,0,0,1
213,2420,33,170,8,15,yes,no,yes,100,3,,1,0,1
214,2125,66,170,4,14,no,no,yes,100,3,,0,0,1
215,2985,66,250,8,17,no,no,yes,100,3,,0,0,1
216,1395,25,85,2,14,no,no,yes,100,3,,0,0,1
217,2295,33,245,8,14,no,no,yes,100,3,,0,0,1
218,2095,33,130,4,14,no,no,yes,100,3,,0,0,1
219,2795,33,340,16,14,no,no,yes,100,3,,0,0,1
220,1945,33,170,4,14,no,no,yes,100,3,,0,0,1
221,2635,33,250,8,17,no,no,yes,100,3,,0,0,1
222,2695,66,250,8,15,no,no,yes,100,3,,0,0,1
223,2199,50,213,8,14,no,no,yes,100,3,,0,0,1
224,3895,50,452,8,14,no,no,yes,100,3,,0,0,1
225,2599,50,212,8,14,no,no,yes,100,3,,0,0,1
226,2745,66,170,8,14,no,no,yes,100,3,,0,0,1
227,1920,33,170,4,14,yes,no,yes,100,3,,1,0,1
228,2895,50,340,16,14,no,no,yes,100,3,,0,0,1
229,2199,33,210,4,14,no,no,yes,100,3,,0,0,1
230,2915,50,250,8,17,no,no,yes,100,3,,0,0,1
231,1999,33,120,8,14,no,no,no,100,3,,0,0,0
232,2720,33,250,8,15,yes,no,yes,100,3,,1,0,1
233,1999,33,170,4,14,no,no,yes,100,3,,0,0,1
234,2195,33,170,8,15,no,no,yes,100,3,,0,0,1
235,2195,25,245,8,14,no,no,yes,100,3,,0,0,1
236,2295,66,130,4,14,no,no,yes,100,3,,0,0,1
237,1595,25,170,4,15,no,no,yes,100,3,,0,0,1
238,1695,33,170,4,14,no,no,yes,100,3,,0,0,1
239,1495,25,170,4,14,no,no,yes,100,3,,0,0,1
240,3795,66,500,8,14,no,no,yes,100,3,,0,0,1
241,1699,33,120,4,14,no,no,yes,100,3,,0,0,1
242,1895,25,130,4,14,no,no,yes,100,3,,0,0,1
243,2335,50,250,8,14,no,no,yes,100,3,,0,0,1
244,2495,50,245,8,14,no,no,yes,100,3,,0,0,1
245,2575,66,250,8,14,no,no,yes,100,3,,0,0,1
246,2495,33,250,8,15,no,no,yes,100,3,,0,0,1
247,3299,66,245,16,15,no,no,yes,100,3,,0,0,1
248,2699,66,213,8,14,no,no,yes,100,3,,0,0,1
249,1695,50,85,2,14,no,no,yes,100,3,,0,0,1
250,2999,66,170,4,14,no,no,yes,100,3,,0,0,1
251,2399,66,213,8,14,no,no,yes,100,3,,0,0,1
252,1499,25,170,4,14,no,no,yes,100,3,,0,0,1
253,2395,33,170,8,14,no,no,yes,100,3,,0,0,1
254,1720,25,170,4,14,yes,no,yes,100,3,,1,0,1
255,1495,33,85,2,14,no,no,yes,100,3,,0,0,1
256,2399,66,120,4,14,no,no,yes,100,3,,0,0,1
257,3035,50,250,8,17,no,no,yes,100,3,,0,0,1
258,2449,33,230,4,14,no,no,yes,100,3,,0,0,1
259,1775,33,170,4,14,no,no,yes,100,3,,0,0,1
260,2599,33,245,16,15,no,no,yes,100,3,,0,0,1
261,2995,66,340,8,15,no,no,yes,100,3,,0,0,1
262,2345,33,250,8,15,no,no,yes,100,3,,0,0,1
263,2535,33,170,8,15,no,no,yes,100,3,,0,0,1
264,2345,50,250,8,14,no,no,yes,100,3,,0,0,1
265,1899,50,120,4,14,no,no,yes,100,3,,0,0,1
266,2195,50,130,4,14,no,no,yes,100,3,,0,0,1
267,2645,50,170,8,14,no,no,yes,100,3,,0,0,1
268,2785,50,170,8,15,no,no,yes,100,3,,0,0,1
269,2799,50,245,16,15,no,no,yes,100,3,,0,0,1
270,2999,66,340,4,15,no,no,yes,100,3,,0,0,1
271,2095,33,250,4,15,no,no,yes,100,3,,0,0,1
272,4020,66,500,8,14,yes,no,yes,100,3,,1,0,1
273,2595,50,250,8,15,no,no,yes,100,3,,0,0,1
274,2695,33,340,16,14,no,no,yes,100,3,,0,0,1
275,2195,33,250,8,15,no,no,yes,100,3,,0,0,1
276,2995,66,340,16,14,no,no,yes,100,3,,0,0,1
277,2195,50,170,4,14,no,no,yes,100,3,,0,0,1
278,2399,33,212,8,14,no,no,yes,100,3,,0,0,1
279,2405,66,250,8,14,no,no,yes,100,3,,0,0,1
280,1795,66,85,2,14,no,no,yes,100,3,,0,0,1
281,2225,33,250,8,14,no,no,yes,100,3,,0,0,1
282,1995,33,250,4,14,no,no,yes,100,3,,0,0,1
283,2299,50,212,4,14,no,no,yes,100,3,,0,0,1
284,1795,33,170,4,15,no,no,yes,100,3,,0,0,1
285,2545,66,250,8,15,no,no,yes,100,3,,0,0,1
286,2595,66,245,8,14,no,no,yes,100,3,,0,0,1
287,1399,25,170,4,14,no,no,yes,100,3,,0,0,1
288,2475,50,250,8,14,no,no,yes,100,3,,0,0,1
289,2595,25,340,16,14,no,no,yes,100,3,,0,0,1
290,1695,50,85,2,14,no,no,yes,108,4,,0,0,1
291,3995,66,452,8,14,no,no,yes,108,4,,0,0,1
292,2999,66,240,4,15,no,no,yes,108,4,,0,0,1
293,2495,50,245,8,14,no,no,yes,108,4,,0,0,1
294,2455,66,250,8,14,no,no,yes,108,4,,0,0,1
295,2299,50,212,4,14,no,no,yes,108,4,,0,0,1
296,2690,25,340,16,14,no,no,yes,108,4,,0,0,1
297,2155,33,250,8,14,no,no,yes,108,4,,0,0,1
298,2890,33,340,16,14,no,no,yes,108,4,,0,0,1
299,1899,33,170,4,14,no,no,yes,108,4,,0,0,1
300,1595,25,170,4,14,no,no,yes,108,4,,0,0,1
301,1990,25,130,4,14,no,no,yes,108,4,,0,0,1
302,1895,25,130,4,14,no,no,yes,108,4,,0,0,1
303,1895,33,170,4,14,no,no,yes,108,4,,0,0,1
304,2799,50,245,16,15,no,no,yes,108,4,,0,0,1
305,2590,50,245,8,14,no,no,yes,108,4,,0,0,1
306,1499,25,170,4,14,no,no,yes,108,4,,0,0,1
307,2955,50,250,8,17,no,no,yes,108,4,,0,0,1
308,2285,50,250,8,14,no,no,yes,108,4,,0,0,1
309,2475,50,250,8,15,no,no,yes,108,4,,0,0,1
310,3795,33,452,8,14,no,no,yes,108,4,,0,0,1
311,1999,33,213,8,14,no,no,yes,108,4,,0,0,1
312,2599,50,212,8,14,no,no,yes,108,4,,0,0,1
313,2895,50,340,16,14,no,no,yes,108,4,,0,0,1
314,3895,50,452,8,14,no,no,yes,108,4,,0,0,1
315,2695,66,250,8,14,no,no,yes,108,4,,0,0,1
316,1995,50,170,4,14,no,no,yes,108,4,,0,0,1
317,2399,66,120,4,14,no,no,yes,108,4,,0,0,1
318,2605,33,250,8,17,no,no,yes,108,4,,0,0,1
319,2335,66,250,8,14,no,no,yes,108,4,,0,0,1
320,2195,66,170,4,14,no,no,yes,108,4,,0,0,1
321,2425,66,250,8,15,no,no,yes,108,4,,0,0,1
322,2995,66,340,16,14,no,no,yes,108,4,,0,0,1
323,2599,33,245,16,15,no,no,yes,108,4,,0,0,1
324,2390,33,245,8,14,no,no,yes,108,4,,0,0,1
325,1690,33,85,2,14,no,no,yes,108,4,,0,0,1
326,1495,33,85,2,14,no,no,yes,108,4,,0,0,1
327,2395,33,250,8,14,no,no,yes,108,4,,0,0,1
328,2099,33,212,4,14,no,no,yes,108,4,,0,0,1
329,3090,66,340,16,14,no,no,yes,108,4,,0,0,1
330,2599,33,240,4,15,no,no,yes,108,4,,0,0,1
331,1999,33,170,4,14,no,no,yes,108,4,,0,0,1
332,2195,50,130,4,14,no,no,yes,108,4,,0,0,1
333,2190,33,130,4,14,no,no,yes,108,4,,0,0,1
334,2025,50,170,4,14,no,no,yes,108,4,,0,0,1
335,1699,33,120,4,14,no,no,yes,108,4,,0,0,1
336,2790,33,340,16,14,no,no,yes,108,4,,0,0,1
337,1795,33,170,4,14,no,no,yes,108,4,,0,0,1
338,2990,50,340,16,14,no,no,yes,108,4,,0,0,1
339,2905,66,250,8,17,no,no,yes,108,4,,0,0,1
340,2825,33,250,8,17,no,no,yes,108,4,,0,0,1
341,2390,66,130,4,14,no,no,yes,108,4,,0,0,1
342,2699,66,213,8,14,no,no,yes,108,4,,0,0,1
343,2995,66,340,8,15,no,no,yes,108,4,,0,0,1
344,1590,33,85,2,14,no,no,yes,108,4,,0,0,1
345,2345,33,250,8,15,no,no,yes,108,4,,0,0,1
346,2199,50,213,8,14,no,no,yes,108,4,,0,0,1
347,2290,50,130,4,14,no,no,yes,108,4,,0,0,1
348,2595,50,250,8,15,no,no,yes,108,4,,0,0,1
349,2515,33,250,8,15,no,no,yes,108,4,,0,0,1
350,2145,50,170,4,14,no,no,yes,108,4,,0,0,1
351,2405,50,250,8,14,no,no,yes,108,4,,0,0,1
352,2525,50,250,8,14,no,no,yes,108,4,,0,0,1
353,2595,50,250,8,15,no,no,yes,108,4,,0,0,1
354,2090,33,130,4,14,no,no,yes,108,4,,0,0,1
355,2075,66,170,4,14,no,no,yes,108,4,,0,0,1
356,2799,50,240,4,15,no,no,yes,108,4,,0,0,1
357,3299,66,245,16,15,no,no,yes,108,4,,0,0,1
358,2645,66,250,8,15,no,no,yes,108,4,,0,0,1
359,3125,66,250,8,17,no,no,yes,108,4,,0,0,1
360,2295,33,245,8,14,no,no,yes,108,4,,0,0,1
361,1775,33,170,4,14,no,no,yes,108,4,,0,0,1
362,2095,33,130,4,14,no,no,yes,108,4,,0,0,1
363,2155,50,250,8,14,no,no,yes,108,4,,0,0,1
364,3075,50,250,8,17,no,no,yes,108,4,,0,0,1
365,2815,66,250,8,15,no,no,yes,108,4,,0,0,1
366,1599,25,170,4,14,no,no,yes,108,4,,0,0,1
367,2099,33,120,4,14,no,no,no,108,4,,0,0,0
368,2645,50,250,8,15,no,no,yes,108,4,,0,0,1
369,1795,66,85,2,14,no,no,yes,108,4,,0,0,1
370,2035,33,250,8,14,no,no,yes,108,4,,0,0,1
371,2490,33,245,8,14,no,no,yes,108,4,,0,0,1
372,3225,66,212,4,15,no,no,no,108,4,,0,0,0
373,2690,66,245,8,14,no,no,yes,108,4,,0,0,1
374,2195,25,245,8,14,no,no,yes,108,4,,0,0,1
375,1890,66,85,2,14,no,no,yes,108,4,,0,0,1
376,1995,33,130,4,14,no,no,yes,108,4,,0,0,1
377,2695,33,340,16,14,no,no,yes,108,4,,0,0,1
378,2595,25,340,16,14,no,no,yes,108,4,,0,0,1
379,1595,33,85,2,14,no,no,yes,108,4,,0,0,1
380,1490,25,85,2,14,no,no,yes,108,4,,0,0,1
381,2125,33,250,8,15,no,no,yes,108,4,,0,0,1
382,2399,66,213,8,14,no,no,yes,108,4,,0,0,1
383,2795,33,340,16,14,no,no,yes,108,4,,0,0,1
384,2290,25,245,8,14,no,no,yes,108,4,,0,0,1
385,2395,33,245,8,14,no,no,yes,108,4,,0,0,1
386,2399,33,212,8,14,no,no,yes,108,4,,0,0,1
387,1790,50,85,2,14,no,no,yes,108,4,,0,0,1
388,2099,66,120,4,14,no,no,yes,108,4,,0,0,1
389,1395,25,85,2,14,no,no,yes,108,4,,0,0,1
390,1895,50,170,4,14,no,no,yes,108,4,,0,0,1
391,2295,66,130,4,14,no,no,yes,108,4,,0,0,1
392,2595,66,245,8,14,no,no,yes,108,4,,0,0,1
393,1899,50,120,4,14,no,no,yes,108,4,,0,0,1
394,1399,25,170,4,14,no,no,yes,108,4,,0,0,1
395,2999,66,170,4,14,no,no,yes,108,4,,0,0,1
396,2999,66,245,16,15,no,no,yes,108,4,,0,0,1
397,2449,33,230,4,14,no,no,yes,108,4,,0,0,1
398,1795,33,170,4,14,no,no,yes,139,5,,0,0,1
399,1899,33,212,4,14,no,no,yes,139,5,,0,0,1
400,2395,33,340,8,14,no,no,yes,139,5,,0,0,1
401,2399,50,320,8,14,no,no,yes,139,5,,0,0,1
402,1595,33,170,4,14,no,no,yes,139,5,,0,0,1
403,2490,33,340,8,14,no,no,yes,139,5,,0,0,1
404,2995,66,452,16,14,no,no,yes,139,5,,0,0,1
405,2890,33,452,16,14,no,no,yes,139,5,,0,0,1
406,2190,33,214,4,15,no,no,yes,139,5,,0,0,1
407,2399,66,213,8,14,no,no,yes,139,5,,0,0,1
408,2285,50,250,8,14,no,no,yes,139,5,,0,0,1
409,2590,33,340,8,15,no,no,yes,139,5,,0,0,1
410,2795,33,452,16,14,no,no,yes,139,5,,0,0,1
411,1495,33,170,4,14,no,no,yes,139,5,,0,0,1
412,2075,66,170,4,14,no,no,yes,139,5,,0,0,1
413,2090,33,214,4,15,no,no,yes,139,5,,0,0,1
414,2195,33,250,8,15,no,no,yes,139,5,,0,0,1
415,3999,66,340,16,17,no,no,yes,139,5,,0,0,1
416,1699,33,120,4,14,no,no,yes,139,5,,0,0,1
417,1995,33,250,8,14,no,no,yes,139,5,,0,0,1
418,1690,33,107,2,14,no,no,yes,139,5,,0,0,1
419,3495,33,452,8,14,no,no,yes,139,5,,0,0,1
420,2195,66,170,4,14,no,no,yes,139,5,,0,0,1
421,3090,66,452,16,14,no,no,yes,139,5,,0,0,1
422,2690,25,452,16,14,no,no,yes,139,5,,0,0,1
423,1895,25,214,4,14,no,no,yes,139,5,,0,0,1
424,2495,50,250,8,15,no,no,yes,139,5,,0,0,1
425,2405,50,250,8,14,no,no,yes,139,5,,0,0,1
426,1595,33,107,2,14,no,no,yes,139,5,,0,0,1
427,2890,33,452,16,15,no,no,yes,139,5,,0,0,1
428,2390,25,340,8,14,no,no,yes,139,5,,0,0,1
429,1690,33,107,2,15,no,no,yes,139,5,,0,0,1
430,2295,25,340,8,14,no,no,yes,139,5,,0,0,1
431,2790,33,452,16,14,no,no,yes,139,5,,0,0,1
432,2695,33,452,16,14,no,no,yes,139,5,,0,0,1
433,2595,25,452,16,14,no,no,yes,139,5,,0,0,1
434,1995,33,214,4,14,no,no,yes,139,5,,0,0,1
435,2049,33,405,4,14,no,no,yes,139,5,,0,0,1
436,1399,25,170,4,14,no,no,yes,139,5,,0,0,1
437,2805,33,250,8,17,no,no,yes,139,5,,0,0,1
438,2019,33,120,4,14,no,no,no,139,5,,0,0,0
439,3055,50,250,8,17,no,no,yes,139,5,,0,0,1
440,2990,50,452,16,14,no,no,yes,139,5,,0,0,1
441,2605,33,250,8,17,no,no,yes,139,5,,0,0,1
442,2125,33,250,8,15,no,no,yes,139,5,,0,0,1
443,1490,25,107,2,14,no,no,yes,139,5,,0,0,1
444,1699,33,170,4,14,no,no,yes,139,5,,0,0,1
445,2495,33,340,8,14,no,no,yes,139,5,,0,0,1
446,2599,33,245,16,15,no,no,yes,139,5,,0,0,1
447,2220,33,250,8,14,yes,no,yes,139,5,,1,0,1
448,1590,33,107,2,15,no,no,yes,139,5,,0,0,1
